174 8
2 0.842 0.941 0.687 0.094 0.729 0.905 0.486 0.283
2 0.849 0.998 0.636 0.083 0.729 0.917 0.458 0.433
2 0.903 0.791 0.535 0.128 0.829 0.738 0.542 0.033
2 0.842 0.875 0.646 0.116 0.729 0.845 0.528 0.117
2 0.859 0.918 0.505 0.116 0.757 0.821 0.528 0.083
2 0.863 0.827 0.626 0.117 0.757 0.798 0.528 0.05
2 0.931 0.838 0.485 0.089 0.871 0.75 0.472 0.25
2 0.907 0.898 0.515 0.076 0.843 0.81 0.444 0.417
2 0.852 0.814 0.465 0.18 0.743 0.726 0.611 0.4
2 0.877 0.636 0.434 0.288 0.786 0.595 0.722 0.7
2 0.874 0.8 0.556 0.125 0.771 0.762 0.542 0.083
2 0.861 0.791 0.535 0.143 0.757 0.738 0.569 0.233
2 0.792 0.955 0.606 0.11 0.643 0.881 0.514 0.017
2 0.863 0.991 0.576 0.052 0.757 0.893 0.361 0.483
2 0.857 0.892 0.606 0.077 0.757 0.833 0.444 0.283
2 0.867 0.868 0.545 0.087 0.771 0.798 0.472 0.133
2 0.871 0.981 0.576 0.049 0.771 0.893 0.361 0.483
2 0.902 0.808 0.545 0.071 0.829 0.75 0.431 0.283
2 0.885 0.764 0.505 0.102 0.8 0.714 0.5 0.05
2 0.789 0.982 0.515 0.089 0.629 0.869 0.472 0.017
2 0.855 0.704 0.545 0.141 0.743 0.69 0.569 0.333
2 0.834 0.967 0.556 0.056 0.714 0.869 0.375 0.317
2 0.863 0.8 0.576 0.08 0.757 0.762 0.444 0.117
2 0.802 0.979 0.576 0.063 0.657 0.881 0.403 0.233
2 0.859 0.635 0.576 0.15 0.757 0.655 0.583 0.483
2 0 0.986 0.556 0.045 0.7 0.881 0.347 0.367
2 0.629 0.821 0.808 0.243 0.357 0.869 0.681 0.9
2 0.853 0.741 0.495 0.108 0.743 0.69 0.514 0.217
2 0.85 0.684 0.636 0.084 0.743 0.714 0.458 0.05
2 0.831 0.861 0.626 0.048 0.7 0.821 0.347 0.283
2 0.85 0.597 0.545 0.131 0.743 0.619 0.556 0.45
2 0.831 0.919 0.485 0.037 0.7 0.81 0.306 0.4
2 0.801 0.834 0.505 0.066 0.657 0.762 0.417 0.067
2 0.827 0.991 0.545 0.018 0.7 0.881 0.194 0.717
2 0.85 0.682 0.444 0.074 0.743 0.631 0.431 0.017
2 0.733 0.747 0.576 0.102 0.543 0.726 0.5 0.317
2 0.856 0.69 0.434 0.06 0.743 0.631 0.389 0.033
2 0.748 0.819 0.556 0.055 0.557 0.774 0.375 0.067
2 0.586 0.777 0.697 0.143 0.286 0.798 0.569 0.667
2 0.835 0.625 0.485 0.051 0.714 0.607 0.361 0.067
2 0.809 0.803 0.424 0.033 0.671 0.702 0.292 0.167
2 0.83 0.579 0.323 0.081 0.7 0.512 0.444 0.2
2 0.816 0.458 0.596 0.078 0.671 0.536 0.444 0.183
2 0.784 0.618 0.323 0.092 0.629 0.548 0.472 0.4
2 0.888 0.556 0.313 0.045 0.8 0.5 0.333 0.083
2 0.532 0.716 0.566 0.171 0.186 0.702 0.611 0.95
2 0.618 0.568 0.485 0.178 0.343 0.571 0.611 1
2 0.82 0.381 0.354 0.086 0.686 0.393 0.458 0.367
2 0.731 0.816 0.414 0.022 0.529 0.714 0.222 0.417
2 0.776 0.458 0.354 0.083 0.614 0.44 0.458 0.367
2 0.657 0.796 0.424 0.035 0.4 0.702 0.306 0.1
2 0.763 0.482 0.394 0.049 0.586 0.476 0.361 0.117
2 0.729 0.639 0.283 0.039 0.529 0.536 0.319 0
2 0.494 0.852 0.535 0.067 0.129 0.786 0.417 0.3
2 0.59 0.78 0.505 0.041 0.286 0.726 0.319 0.067
2 0.778 0.497 0.343 0.031 0.614 0.464 0.278 0.117
2 0.699 0.57 0.222 0.058 0.471 0.464 0.389 0.283
2 0.647 0.692 0.313 0.031 0.386 0.583 0.278 0.067
2 0.784 0.344 0.283 0.038 0.629 0.345 0.306 0.067
2 0.633 0.591 0.465 0.024 0.371 0.583 0.236 0.017
2 0.712 0.515 0.242 0.028 0.5 0.44 0.264 0.083
2 0.602 0.773 0.354 0.016 0.314 0.655 0.181 0.3
2 0.569 0.749 0.505 0.016 0.257 0.702 0.181 0.267
3 0.636 0.369 0.424 0.039 0.371 0.417 0.319 0.15
3 0.694 0.59 0.253 0.009 0.471 0.488 0.125 0.383
3 0.74 0.321 0.182 0.033 0.543 0.286 0.292 0.067
3 0.659 0.482 0.192 0.028 0.414 0.393 0.264 0
3 0.693 0.288 0.465 0.021 0.471 0.369 0.222 0.117
3 0.571 0.476 0.475 0.028 0.257 0.5 0.264 0
3 0.704 0.298 0.212 0.027 0.486 0.286 0.264 0
3 0.639 0.311 0.273 0.033 0.371 0.31 0.292 0.183
3 0.702 0.345 0.343 0.008 0.486 0.369 0.111 0.3
3 0.596 0.559 0.061 0.024 0.3 0.405 0.236 0.033
3 0.64 0.389 0.091 0.028 0.371 0.298 0.264 0.117
3 0.586 0.545 0.283 0.01 0.286 0.476 0.139 0.167
3 0.601 0.519 0.182 0.011 0.314 0.417 0.139 0.133
3 0.453 0.724 0.343 0.008 0.057 0.619 0.111 0.2
3 0.542 0.35 0.263 0.034 0.2 0.333 0.292 0.333
3 0.622 0.244 0.212 0.026 0.343 0.25 0.25 0.15
3 0.555 0.692 0.182 0.001 0.229 0.536 0.014 0.283
3 0.633 0.27 0.283 0.012 0.357 0.298 0.153 0
3 0.456 0.591 0.263 0.019 0.057 0.5 0.208 0.1
3 0.6 0.435 0.121 0.011 0.3 0.345 0.139 0
3 0.543 0.321 0.101 0.041 0.214 0.25 0.319 0.567
3 0.548 0.234 0.263 0.03 0.214 0.262 0.278 0.35
3 0.542 0.25 0.141 0.04 0.214 0.226 0.319 0.567
3 0.439 0.511 0.606 0.002 0.029 0.583 0.042 0.15
3 0.454 0.579 0.283 0.006 0.057 0.5 0.083 0.067
3 0.636 0.276 0.111 0.007 0.371 0.226 0.097 0.033
3 0.512 0.344 0.111 0.02 0.157 0.274 0.208 0.25
3 0.55 0.29 0.172 0.012 0.229 0.262 0.153 0.15
3 0.499 0.324 0.101 0.01 0.129 0.262 0.125 0.1
3 0.514 0.259 0.192 0.005 0.157 0.25 0.069 0
3 0.483 0.365 0.071 0.003 0.114 0.274 0.056 0.017
3 0.493 0.254 0.111 0.004 0.129 0.214 0.056 0.017
3 0.511 0.088 0.071 0.012 0.157 0.083 0.153 0.267
3 0.569 0 0 0.009 0.257 0 0.111 0.15
3 0.417 0.192 0.091 0 0 0.167 0 0
