177 6
2 0.806 0.711 0.691 0.178 0.077 0.761
2 0.863 0.43 0.506 0.687 0.538 0.609
2 0.736 0.807 0.685 0.158 0.167 0.763
2 0.777 0.825 0.623 0.152 0.205 0.767
2 0.741 0.825 0.648 0.157 0.167 0.76
2 0.832 0.684 0.586 0.201 0.026 0.729
2 0.832 0.632 0.704 0.169 0.038 0.746
2 0.775 0.535 0.753 0.209 0.064 0.696
2 0.813 0.719 0.568 0.163 0.051 0.726
2 0.744 0.579 0.568 0.304 0.256 0.649
2 0.832 0.658 0.562 0.171 0.038 0.71
2 0.78 0.728 0.506 0.17 0.038 0.696
2 0.754 0.763 0.58 0.136 0.128 0.724
2 0.655 0.702 0.438 0.298 0.295 0.616
2 0.772 0.728 0.568 0.127 0.141 0.714
2 0.648 0.711 0.636 0.158 0.013 0.679
2 0.894 0.623 0.457 0.132 0.09 0.686
2 0.754 0.737 0.586 0.102 0.179 0.714
2 0.837 0.807 0.432 0.096 0.244 0.713
2 0.585 0.667 0.605 0.187 0.192 0.631
2 0.539 0.798 0.667 0.124 0.077 0.669
2 0.679 0.789 0.537 0.106 0.103 0.688
2 0.801 0.658 0.537 0.1 0.154 0.69
2 0.622 0.886 0.636 0.079 0.256 0.723
2 0.707 0.526 0.599 0.143 0.038 0.625
2 0.775 0.614 0.494 0.115 0.038 0.649
2 0.712 0.526 0.537 0.163 0.167 0.607
2 0.733 0.526 0.586 0.129 0.038 0.629
2 0.71 0.956 0.512 0.058 0.333 0.739
2 0.767 0.439 0.611 0.144 0.115 0.612
2 0.767 0.842 0.469 0.066 0.244 0.713
2 0.798 0.561 0.556 0.096 0.09 0.659
2 0.837 0.702 0.5 0.068 0.205 0.706
2 0.746 0.544 0.556 0.104 0.038 0.635
2 0.718 0.737 0.457 0.087 0.077 0.658
2 0.769 0.465 0.63 0.097 0.013 0.631
2 0.738 0.649 0.543 0.072 0.128 0.668
2 0.715 0.465 0.463 0.163 0.333 0.56
2 0.733 0.526 0.525 0.101 0.077 0.612
2 0.712 0.807 0.58 0.048 0.295 0.72
3 0.637 0.86 0.537 0.051 0.269 0.69
3 0.536 0.763 0.537 0.085 0.013 0.616
3 0.731 0.5 0.469 0.1 0.115 0.582
3 0.749 0.553 0.438 0.088 0.051 0.599
3 0.71 0.57 0.481 0.078 0 0.605
3 0.772 0.614 0.475 0.058 0.128 0.643
3 0.64 0.474 0.568 0.097 0.141 0.565
3 0.433 0.553 0.519 0.156 0.372 0.5
3 0.642 0.526 0.475 0.086 0.09 0.563
3 0.562 0.702 0.58 0.052 0.141 0.624
3 0.718 0.579 0.475 0.055 0.115 0.609
3 0.718 0.658 0.444 0.047 0.154 0.626
3 0.282 0.675 0.5 0.161 0.487 0.466
3 0.63 0.746 0.475 0.037 0.244 0.631
3 0.588 0.623 0.568 0.043 0.154 0.604
3 0.671 0.465 0.414 0.071 0.103 0.528
3 0.611 0.772 0.444 0.036 0.218 0.619
3 0.632 0.667 0.457 0.038 0.167 0.602
3 0.604 0.64 0.488 0.039 0.141 0.592
3 0.453 0.544 0.463 0.076 0.179 0.489
3 0.725 0.465 0.438 0.044 0.064 0.555
3 0.718 0.307 0.5 0.065 0.141 0.499
3 0.697 0.395 0.519 0.047 0.026 0.537
3 0.617 0.711 0.512 0.026 0.218 0.626
3 0.192 0.614 0.562 0.119 0.474 0.42
3 0.777 0.325 0.383 0.057 0.115 0.486
3 0.588 0.754 0.438 0.023 0.282 0.602
3 0.785 0.377 0.377 0.035 0.09 0.513
3 0.705 0.281 0.383 0.055 0.128 0.439
3 0.756 0.395 0.401 0.03 0.09 0.521
3 0.679 0.254 0.389 0.056 0.167 0.423
3 0.166 0.368 0.235 0.273 1 0.24
3 0.707 0.202 0.426 0.039 0.051 0.409
3 0.513 0.281 0.37 0.039 0.077 0.375
3 0.453 0.14 0.426 0.063 0.295 0.284
3 0.062 0.518 0.37 0.061 0.295 0.28
3 0.552 0.298 0.302 0.027 0.038 0.374
3 0.58 0.289 0.296 0.025 0.077 0.376
3 0.456 0.404 0.34 0.021 0.154 0.399
3 0.585 0.325 0.154 0.031 0.051 0.338
3 0.241 0.412 0.309 0.038 0.115 0.31
3 0.557 0.263 0.364 0.022 0.103 0.381
4 0.285 0.509 0.327 0.018 0.128 0.364
4 0.578 0.316 0.235 0.017 0.154 0.366
4 0.324 0.518 0.333 0.015 0.179 0.385
4 0.184 0.412 0.34 0.025 0.038 0.295
4 0.469 0.246 0.302 0.018 0.103 0.321
4 0.5 0.114 0.265 0.027 0.115 0.239
4 0.459 0.202 0.302 0.016 0.103 0.293
4 0.43 0.351 0.364 0.01 0.282 0.376
4 0.329 0.219 0.235 0.024 0.064 0.24
4 0.44 0.272 0.056 0.025 0.128 0.23
4 0.593 0.175 0.278 0.013 0.154 0.314
4 0.484 0.36 0.327 0.008 0.282 0.386
4 0.56 0.14 0.395 0.012 0.154 0.315
4 0.034 0.404 0.37 0.023 0.103 0.232
4 0.098 0.333 0.284 0.024 0.154 0.214
4 0.246 0.307 0.377 0.013 0.064 0.293
4 0.301 0.202 0.198 0.02 0.09 0.21
4 0.443 0.325 0.154 0.01 0.167 0.295
4 0.091 0.281 0.006 0.059 0.603 0.097
4 0.298 0.228 0.025 0.028 0.308 0.155
4 0.319 0.342 0.062 0.014 0.013 0.222
4 0.358 0.184 0.123 0.018 0.128 0.192
4 0.07 0.465 0.179 0.015 0.064 0.212
4 0.311 0.14 0.265 0.015 0.064 0.2
4 0.168 0.184 0.389 0.013 0.013 0.209
4 0.259 0.272 0.284 0.009 0.077 0.253
4 0.37 0.149 0.006 0.023 0.282 0.125
4 0 0.184 0.228 0.015 0.154 0.104
4 0.37 0.035 0.265 0.01 0 0.135
4 0.298 0.026 0.247 0.01 0.026 0.102
4 0.093 0.149 0.179 0.008 0.051 0.107
4 0.08 0.202 0.123 0.007 0.051 0.111
4 0.119 0.018 0.228 0.012 0.09 0.038
4 0.236 0.009 0.093 0.013 0.154 0.026
4 0.376 0.237 0.414 0.002 0.064 0.318
4 0.119 0.026 0.105 0.011 0.115 0.018
4 0.104 0.096 0.296 0.004 0.013 0.109
4 0.098 0 0.241 0.008 0.064 0.021
4 0.176 0.132 0.327 0.003 0 0.163
4 0.205 0.018 0 0.006 0.038 0
4 0.088 0.228 0.216 0.001 0 0.149
4 0.062 0.526 0.302 0 0 0.266
5 0.925 0.895 0.716 0.456 0 0.879
5 0.917 0.772 0.593 0.522 0 0.795
6 0.635 0.395 0.401 0.095 0 0.462
6 0.725 0.526 0.444 0.077 0 0.578
6 0.645 0.702 0.574 0.14 0 0.646
6 0.762 0.588 0.58 0.129 0 0.655
6 0.531 0.298 0.352 0.04 0 0.378
6 0.21 0.289 0.29 0.023 0 0.214
