177 6
1 81.0 12.6 17.3 58.81 2 0.954
1 81.9 12.0 20.5 38.692 11 0.989
1 80.6 12.5 19.7 25.438 30 0.979
1 79.6 12.4 15.7 47.094 5 0.917
1 80.3 11.6 17.9 33.078 20 0.936
1 79.6 10.3 14.8 81.011 5 0.861
1 80.3 11.2 16.7 40.658 4 0.911
1 81.0 11.5 16.0 38.668 6 0.913
1 81.3 11.6 15.6 36.936 8 0.911
1 80.2 12.2 15.6 35.308 9 0.915
1 83.2 11.5 15.1 34.692 11 0.915
1 79.8 11.6 16.8 29.518 16 0.918
1 82.2 10.3 15.5 39.849 1 0.889
1 81.6 10.4 16.1 34.341 9 0.898
1 81.2 11.9 15.6 27.831 14 0.916
1 80.1 10.3 17.1 33.872 8 0.897
1 82.1 10.4 18.2 22.917 20 0.928
1 80.3 10.6 15.9 34.873 3 0.888
1 78.7 10.3 16.9 36.404 1 0.883
1 81.3 10.4 16.4 29.661 6 0.897
1 82.5 10.0 13.8 45.09 11 0.86
1 79.7 10.5 16.5 27.58 8 0.89
1 81.4 9.7 16.3 29.619 4 0.882
1 79.9 10.1 13.3 51.109 18 0.836
1 80.4 9.8 15.0 37.056 9 0.859
1 79.8 9.5 15.9 35.087 6 0.86
1 80.7 8.8 14.4 48.893 19 0.831
1 76.9 12.3 15.2 22.678 10 0.886
1 78.8 9.0 16.7 25.857 3 0.853
1 80.8 10.4 11.5 38.056 15 0.817
1 75.1 11.6 14.9 21.658 12 0.854
1 77.7 9.2 11.5 58.006 28 0.774
1 80.0 9.9 14.4 21.004 11 0.85
1 73.7 12.0 15.8 17.168 13 0.864
1 80.0 9.9 13.8 21.962 6 0.84
1 73.9 11.7 15.3 17.472 10 0.851
1 77.4 7.5 14.0 49.915 30 0.769
1 76.0 7.3 12.7 79.426 36 0.737
1 76.0 9.4 14.3 26.664 8 0.809
1 79.1 8.0 15.5 22.105 0 0.815
1 76.0 10.0 15.2 17.803 4 0.834
1 77.7 9.3 13.4 21.673 0 0.806
2 74.4 11.1 11.6 25.201 9 0.788
2 72.1 10.9 16.0 14.824 7 0.832
2 78.8 9.7 14.5 13.561 11 0.84
2 75.7 9.3 15.5 14.603 6 0.821
2 77.9 6.1 12.5 55.719 42 0.714
2 73.0 10.4 15.4 12.944 13 0.822
2 74.6 10.6 14.4 12.491 16 0.825
2 73.2 10.6 14.8 12.844 13 0.82
2 76.7 9.0 13.8 16.389 2 0.798
2 76.7 8.4 15.7 13.808 3 0.81
2 74.5 7.3 16.5 17.068 5 0.775
2 76.0 9.4 13.5 13.347 4 0.796
2 73.3 7.8 13.5 24.726 20 0.742
2 76.7 8.7 13.4 13.971 3 0.785
2 74.7 9.5 12.5 13.927 3 0.775
2 73.7 9.9 13.7 11.139 10 0.795
2 69.9 9.2 11.4 24.233 23 0.719
2 74.4 9.5 13.5 10.449 11 0.788
2 69.6 9.3 14.6 12.926 1 0.763
2 79.1 8.3 11.7 10.87 7 0.768
2 73.7 9.6 13.8 8.424 14 0.788
2 76.9 10.4 11.3 7.976 19 0.787
2 67.2 8.8 14.1 15.258 15 0.729
2 65.4 10.3 15.1 10.234 6 0.756
2 70.8 10.2 13.0 8.747 8 0.769
2 75.5 8.7 13.0 8.222 12 0.771
2 68.6 11.3 14.6 6.535 20 0.794
2 71.9 7.2 14.0 11.764 3 0.725
2 74.5 8.2 12.3 9.487 3 0.742
2 72.1 7.2 13.0 13.344 13 0.712
2 72.9 7.2 13.8 10.607 3 0.728
2 72.0 12.1 12.6 4.902 26 0.805
2 74.2 6.2 14.2 11.846 9 0.716
2 74.2 10.8 11.9 5.495 19 0.787
2 75.4 7.6 13.3 7.931 7 0.749
2 76.9 9.2 12.4 5.693 16 0.782
2 73.4 7.4 13.3 8.589 3 0.732
2 72.3 9.6 11.7 7.207 6 0.748
2 74.3 6.5 14.5 7.979 1 0.729
2 73.1 8.6 13.1 5.956 10 0.755
2 72.2 6.5 11.8 13.359 26 0.679
2 72.9 7.2 12.8 8.32 6 0.716
2 72.1 10.4 13.7 4.038 23 0.792
3 69.2 11.0 13.0 4.315 21 0.771
3 65.3 9.9 13.0 7.052 1 0.719
3 72.8 6.9 11.9 8.273 9 0.695
3 73.5 7.5 11.4 7.258 4 0.707
3 72.0 7.7 12.1 6.498 0 0.711
3 74.4 8.2 12.0 4.886 10 0.738
3 69.3 6.6 13.5 8.001 11 0.683
3 61.3 7.5 12.7 12.747 29 0.637
3 69.4 7.2 12.0 7.093 7 0.681
3 66.3 9.2 13.7 4.357 11 0.724
3 72.3 7.8 12.0 4.585 9 0.714
3 72.3 8.7 11.5 4.002 12 0.726
3 55.5 8.9 12.4 13.204 38 0.613
3 68.9 9.7 12.0 3.149 19 0.729
3 67.3 8.3 13.5 3.619 12 0.71
3 70.5 6.5 11.0 5.889 8 0.657
3 68.2 10.0 11.5 3.085 17 0.721
3 69.0 8.8 11.7 3.266 13 0.709
3 67.9 8.5 12.2 3.302 11 0.702
3 62.1 7.4 11.8 6.323 14 0.629
3 72.6 6.5 11.4 3.75 5 0.676
3 72.3 4.7 12.4 5.408 11 0.636
3 71.5 5.7 12.7 3.957 2 0.663
3 68.4 9.3 12.6 2.291 17 0.726
3 52.0 8.2 13.4 9.812 37 0.581
3 74.6 4.9 10.5 4.76 9 0.627
3 67.3 9.8 11.4 2.02 22 0.709
3 74.9 5.5 10.4 2.995 7 0.646
3 71.8 4.4 10.5 4.628 10 0.594
3 73.8 5.7 10.8 2.567 7 0.652
3 70.8 4.1 10.6 4.694 13 0.583
3 51.0 5.4 8.1 22.218 78 0.454
3 71.9 3.5 11.2 3.306 4 0.573
3 64.4 4.4 10.3 3.337 6 0.549
3 62.1 2.8 11.2 5.303 23 0.485
3 47.0 7.1 10.3 5.132 23 0.482
3 65.9 4.6 9.2 2.321 3 0.548
3 67.0 4.5 9.1 2.172 6 0.55
3 62.2 5.8 9.8 1.868 12 0.566
3 67.2 4.9 6.8 2.678 4 0.523
3 53.9 5.9 9.3 3.258 9 0.503
3 66.1 4.2 10.2 1.918 8 0.553
4 55.6 7.0 9.6 1.628 10 0.541
4 66.9 4.8 8.1 1.587 12 0.543
4 57.1 7.1 9.7 1.385 14 0.556
4 51.7 5.9 9.8 2.197 3 0.493
4 62.7 4.0 9.2 1.596 8 0.511
4 63.9 2.5 8.6 2.387 9 0.453
4 62.3 3.5 9.2 1.499 8 0.491
4 61.2 5.2 10.2 0.953 22 0.55
4 57.3 3.7 8.1 2.118 5 0.454
4 61.6 4.3 5.2 2.227 10 0.447
4 67.5 3.2 8.8 1.201 12 0.506
4 63.3 5.3 9.6 0.844 22 0.557
4 66.2 2.8 10.7 1.176 12 0.507
4 45.9 5.8 10.3 2.021 8 0.448
4 48.4 5.0 8.9 2.156 12 0.436
4 54.1 4.7 10.4 1.224 5 0.491
4 56.2 3.5 7.5 1.816 7 0.433
4 61.7 4.9 6.8 0.949 13 0.493
4 48.1 4.4 4.4 4.941 47 0.353
4 56.1 3.8 4.7 2.471 24 0.394
4 56.9 5.1 5.3 1.344 1 0.441
4 58.4 3.3 6.3 1.625 10 0.42
4 47.3 6.5 7.2 1.359 5 0.434
4 56.6 2.8 8.6 1.358 5 0.426
4 51.1 3.3 10.6 1.19 1 0.432
4 54.6 4.3 8.9 0.911 6 0.463
4 58.9 2.9 4.4 2.051 22 0.373
4 44.6 3.3 8.0 1.419 12 0.358
4 58.9 1.6 8.6 0.953 0 0.38
4 56.1 1.5 8.3 0.992 2 0.357
4 48.2 2.9 7.2 0.809 4 0.36
4 47.7 3.5 6.3 0.758 4 0.363
4 49.2 1.4 8.0 1.171 7 0.312
4 53.7 1.3 5.8 1.215 12 0.303
4 59.1 3.9 11.0 0.32 5 0.509
4 49.2 1.5 6.0 1.067 9 0.298
4 48.6 2.3 9.1 0.538 1 0.362
4 48.4 1.2 8.2 0.854 5 0.3
4 51.4 2.7 9.6 0.402 0 0.4
4 52.5 1.4 4.3 0.675 3 0.285
4 48.0 3.8 7.8 0.291 0 0.39
4 47.0 7.2 9.2 0.176 0 0.472
5 80.3 11.4 15.9 37.077 0 0.904
5 80.0 10.0 13.9 42.37 0 0.845
6 69.1 5.7 10.8 7.861 0 0.61
6 72.6 7.2 11.5 6.403 0 0.692
6 69.5 9.2 13.6 11.462 0 0.74
6 74.0 7.9 13.7 10.642 0 0.746
6 65.1 4.6 10.0 3.417 0 0.551
6 52.7 4.5 9.0 2.05 0 0.436
