10076 7
1 671.79 660.97 626.87 636.48 762.85 717.83 46
1 671.53 647.68 624.78 640.2 773.45 720 13
1 671.15 662.01 621.75 637.57 763.25 701.82 11
1 671.14 650.04 621.72 640.56 772.24 726.51 43
1 671.13 647.03 632.68 648.86 755.97 722.07 58
1 670.91 652.87 630.25 645.56 754.96 735.58 113
1 670.62 653.17 612.83 631.35 785.14 636.07 478
1 669.91 621.75 641 640.28 776.6 705.47 32
1 669.17 662.12 629.34 640.6 744.63 778.54 41
1 668.33 634.33 613.29 628.05 797.65 666.67 24
4 668.04 648.58 617.37 633.63 772.59 720.25 79
1 667.87 630.61 628.17 618.73 793.96 697.84 37
1 667.32 645.13 621.48 631.13 771.55 735.49 164
1 666.4 638.73 619.66 632.86 774.37 735.94 192
1 666.25 649.47 616.78 638.45 760.32 685.45 11
1 666.23 644.53 612.11 633.33 774.96 713.75 32
1 665.67 638.14 625.36 631.38 767.78 706.71 82
1 665.53 646.95 625.1 645.74 744.35 735.74 141
3 664.98 632.9 614.53 633.01 779.49 719.13 46
1 664.81 622.77 632.34 638.15 765.98 677.93 58
1 664.41 639.61 621.39 636.31 760.32 713.85 247
1 663.64 643.57 617.68 616.86 776.44 665.56 18
1 663.39 630.88 628.69 642.48 751.5 729.06 64
1 662.83 627.66 623.71 645.44 754.5 676.92 26
1 662.8 643.02 613.82 634.81 759.54 740.49 82
1 662.75 651.64 597.15 624.87 777.34 729.38 32
1 661.65 635.72 619.89 629.94 761.07 724.87 152
1 661.41 645.12 620.5 624.03 755.98 712.31 26
1 661.05 631.99 623.84 638.93 749.43 702.11 114
1 661.03 642.67 610.86 627.03 763.58 655.68 398
1 660.97 644.83 618.63 640.05 740.38 687.62 42
4 660.56 623.82 614.5 633.23 770.71 683.46 127
3 660.55 614.48 626.46 647.53 753.75 713.95 172
1 660.51 624.86 620.69 643.49 753 717.89 38
1 660.15 625.58 611.52 641.26 762.23 734.44 18
1 660.1 651.82 613.28 619.93 755.37 718.46 39
1 659 620.44 613.06 636.44 766.07 734.26 108
1 658.84 625.53 624.19 642.35 743.29 753.85 156
1 658.8 622.42 625.17 632.13 755.5 697.63 76
1 657.91 608.69 616.87 645.59 760.48 721.82 11
1 657.76 638.72 614.81 629.16 748.34 699.44 72
1 657.59 616.61 619.81 642.56 751.38 704.52 62
1 657.57 636.85 610.04 634.03 749.36 689.93 288
4 656.86 632.75 602.07 629.98 762.63 659.31 116
1 656.84 625.54 594.53 630.11 777.2 681.05 19
1 656.42 635.54 619.95 635.91 734.29 756 35
1 655.88 619.56 617.62 641.14 745.19 707.06 34
1 655.83 632.82 621.6 628.96 739.93 720.82 49
4 655.37 639.55 608.59 623.58 749.75 704.33 97
4 655.24 619.46 609.36 632.94 759.21 688.69 428
1 654.94 634.07 619.86 612.47 753.37 754.62 26
1 654.92 630.57 618.17 618.24 752.69 698.48 105
1 654.91 620.28 610.58 638.62 750.15 744.6 100
1 654.72 639.99 601.06 615.67 762.15 600.55 73
1 654.44 626.36 618.42 631.39 741.58 737.22 36
1 654.14 614.6 611.32 635.56 755.09 689.39 49
1 653.72 630.84 602.25 625.95 755.83 685 97
1 653.54 634.93 610.22 629.23 739.79 714.5 262
1 653.41 628.42 606.65 634.48 744.08 749 20
1 653.3 616.51 604.56 634.92 757.21 496.99 73
1 653.05 636.1 609.33 626.78 739.99 696.44 180
1 652.94 645.8 609.81 623.2 732.94 667.37 19
4 652.42 619.81 605.92 630.77 753.19 668.89 72
1 652.35 628.24 608.84 617.74 754.58 718.4 25
1 652.29 625.32 613.11 637.26 733.47 722.22 18
1 652.26 635.53 609.25 620.13 744.12 737.01 107
1 652.14 640.68 620.74 625.63 721.51 720.98 41
1 652.02 608.34 606.16 637.63 755.94 728.66 201
1 651.48 627.74 602.51 623.1 752.55 701.09 128
1 651.01 626.51 592.54 637.67 747.32 734.75 80
1 650.91 618.61 603.66 630.21 751.15 653.87 62
1 650.9 632.18 612.46 634.07 724.88 702.16 37
1 650.48 635.89 599.46 625.96 740.58 707.06 68
1 649.6 617.86 609.02 631.68 739.86 668.22 297
1 649.56 631.36 589.35 623.29 754.22 677.93 58
1 649.41 618.31 620.19 632.73 726.39 736.78 87
1 649.2 618.86 615.51 638.42 724 687.78 18
1 649.14 630.82 609.12 625.73 730.9 698.38 160
1 648.79 635.53 599.2 630.72 729.72 673.6 75
1 648.59 622.84 606.32 610.85 754.33 706.76 71
1 648.57 609.24 626.26 633.02 725.74 774.74 38
4 648.32 617.11 605.19 627.41 743.57 692.05 73
1 648.17 624.18 614.89 627.63 725.97 706.72 116
1 648 627.01 602.05 625.82 737.13 723.92 51
1 647.91 643.9 607.09 608.87 731.79 694.75 99
1 647.91 617.17 614.28 627.5 732.69 695.09 106
1 647.88 623.01 615.83 623.05 729.64 661.54 13
1 647.8 620.64 600.41 622.54 747.62 655.52 116
1 647.65 608.44 601.97 637.8 742.39 577.06 34
1 647.42 616.97 600.79 625.08 746.82 581.91 387
1 647.28 624.56 609.62 625.61 729.33 706.1 246
1 647.26 625.82 598 617 748.21 707.02 57
1 647.25 627.18 605.44 630.33 726.06 704.44 36
1 647.19 615.18 611.53 635.7 726.35 683.33 48
1 647.01 631.03 604.15 626.89 725.99 716.71 79
4 646.89 613.59 604.97 627.84 741.16 710.71 84
1 646.85 612.28 601.22 633.32 740.58 675.47 53
1 646.5 620.72 597.63 628.45 739.2 684.7 149
1 645.91 616.27 602.4 632.77 732.2 674.37 142
1 645.88 619.4 603.7 629.97 730.45 694 70
1 645.73 624.55 595.14 623.81 739.44 725.42 59
1 645.66 627.73 604.94 624.26 725.71 781.38 130
4 645.61 624.18 614.92 620.33 723.01 680.61 33
1 645.58 626.32 611.09 626.15 718.79 687.35 49
1 645.57 610.48 607.11 634.44 730.27 728.98 49
3 645.57 612.96 587.39 622.06 759.88 680.76 210
1 645.54 623.64 605.44 624.75 728.33 712.68 224
1 645.4 628.96 608.33 629.78 714.51 702 90
1 645.32 626.02 609.69 630.97 714.59 727.27 11
4 645.22 616.13 614.49 643.86 706.43 728 80
4 645.03 623.96 584.51 622.48 749.19 668.83 358
1 644.97 636.28 603.23 620.94 719.42 711.52 99
1 644.9 619.82 611.28 629.35 719.17 718.28 61
1 644.9 616.24 620.46 639.81 703.09 691.43 35
1 644.82 611.13 622.71 634.26 711.17 639.61 34
1 644.79 619.84 598.45 641.5 719.36 617.5 24
4 644.67 612.82 604 616.32 745.55 700.97 144
1 644.23 623.37 601.54 624.37 727.65 726.32 19
1 644.11 634.33 601.19 621.76 719.16 702.05 39
1 643.94 618.83 586.57 620 750.36 696.97 66
1 643.9 623.04 607.67 621.66 723.25 644.17 24
1 643.67 605.89 593.16 625.28 750.35 662.14 28
1 643.62 623.33 603.74 617.63 729.78 723.41 123
1 643.09 607.7 606.08 627.15 731.43 684 190
1 642.99 626.77 591.17 623.89 730.15 667.14 28
1 642.8 613.58 603.88 638.72 715.02 721.25 32
1 642.7 616.18 589.34 616.64 748.64 637.45 47
1 642.55 612.66 602.05 631.48 724.02 687.55 53
1 642.5 608.55 613.31 630.7 717.43 726.79 56
3 642.28 612.78 595.9 619.9 740.55 655.66 106
1 642.19 628.18 603.52 611.6 725.44 685.6 25
1 642.01 617.36 601.58 608.83 740.28 702.86 21
1 641.76 619.09 605.08 609.84 733.03 679.66 58
1 641.54 605.24 603.2 629.03 728.7 621.43 14
1 641.23 622.07 607.87 621.21 713.76 716.34 82
1 641.21 620.31 594.77 603.65 746.09 697.78 18
1 641.08 616.15 596.87 626.5 724.79 665.93 54
1 640.73 611.94 627.72 628.69 694.58 710 36
1 640.59 607.06 598.29 606.39 750.6 762.73 22
1 640.42 601.98 586.01 643.58 730.09 678.89 18
1 640.37 610.28 609.69 615.74 725.77 641.76 34
1 640.29 619.57 601.11 624.91 715.57 691.67 21
1 640.28 608.19 603.55 627.54 721.86 660.67 30
1 640.23 606.9 595.33 624.74 733.96 444.6 139
1 640.23 618.85 599.39 624.74 717.94 689.11 246
4 640.08 599.58 603.88 624.26 732.59 675.15 99
1 639.63 610.06 591.61 620.75 736.11 685.81 93
1 639.58 609.79 606.67 619.19 722.68 667.59 79
1 639.55 621.4 616.33 606.25 714.23 755.83 24
1 639.23 624.62 605.33 612.11 714.86 705.45 99
1 639.04 620.71 599.49 612.03 723.95 714.85 66
1 638.97 608.32 600.06 623.34 724.15 656.45 62
1 638.97 611.22 596.31 621.05 727.29 700.45 222
1 638.91 621.74 602.08 620.8 711.02 686 30
1 638.88 621.39 595.35 612.17 726.61 687.35 117
1 638.79 605.44 596.41 624.41 728.9 692 35
1 638.76 604.91 590.78 618.07 741.28 577.89 57
1 638.71 605.69 608.67 625.11 715.39 736.67 12
1 638.58 614.58 585.56 614.29 739.89 704.48 67
1 638.57 613.83 610.58 631.12 698.73 730.14 69
4 638.55 608.93 585.13 614.61 745.54 651.46 89
1 638.35 603.98 598.73 629.64 721.07 700.66 91
4 638.29 596.81 601.28 621.13 733.93 687.47 166
1 637.95 609.46 584.45 619.8 738.09 624.71 34
1 637.75 596.24 593.35 624.53 736.87 580.85 118
1 637.72 606.35 599.65 623.82 721.05 707.13 101
1 637.68 613.16 590.19 619.38 727.99 687.93 184
1 637.68 606.12 602.53 631.38 710.7 702.47 73
4 637.43 616.16 595.48 622.78 715.3 736.9 142
1 637.18 614.64 594.04 618.14 721.9 680.42 48
1 637.14 602.79 601.15 630.16 714.47 726.15 13
1 636.63 607 571.86 618.07 749.6 713.04 23
4 636.61 596.48 603.27 619.8 726.89 687.33 90
1 636.54 608.08 581.3 611.5 745.26 660.68 59
1 636.39 612.7 585.81 627.34 719.7 635.38 26
1 636.37 597.16 604.17 637.13 707 688.18 22
1 635.68 604.66 604.82 626.86 706.38 740.7 57
1 635.65 602.73 597 626.6 716.24 723.64 55
1 635.6 604.78 592.91 615.98 728.73 725.31 64
1 635.5 607.58 597.78 618.89 717.74 700 45
1 635.48 615.02 594.64 620.94 711.32 677.78 45
1 635.32 610.87 575.77 615.88 738.75 655.32 47
1 635.05 610.92 598.91 616.91 713.47 703.7 27
1 634.83 582.13 605.42 640.71 711.05 676.44 45
1 634.75 601.1 600.04 618.49 719.39 701.11 36
1 634.72 597.17 602.77 623.66 715.3 684 20
1 634.7 605.69 591.96 628.84 712.3 624.35 23
1 634.64 620.94 584.03 607.28 726.33 750.91 11
1 634.61 600.99 595.44 620.34 721.68 671.2 25
1 634.58 610.21 579.22 619.68 729.19 738.46 13
1 634.27 599.23 601.6 619.77 716.5 646.03 126
1 634.2 604.56 606.74 618.54 706.98 728.29 41
1 634.12 604.16 597.09 619.25 715.96 687.14 98
1 634.07 612.56 590.9 618.22 714.61 674.37 213
1 633.95 600.42 606.18 624.72 704.48 697.76 116
1 633.82 601.12 598.63 626.31 709.23 704.44 18
3 633.78 586.6 580.64 615.43 752.46 648.42 76
1 633.64 619.23 594.67 604.62 716.02 650.41 159
1 633.49 611.1 585.61 611.41 725.85 622.43 74
1 633.42 608.07 596.24 616.84 712.55 643.33 30
1 633.24 594.07 608.03 623.6 707.27 716 20
1 633.13 615.98 591.61 615.14 709.79 683.97 116
1 633.09 615.48 571.41 617.52 727.94 608.33 12
1 633.07 597.29 595.48 612.11 727.41 610.77 26
1 632.92 599.05 592.4 628.57 711.68 692.14 28
1 632.92 617.57 591.24 593.21 729.68 700 19
3 632.9 600.37 574.14 614.7 742.41 640.32 62
1 632.88 597.21 588.96 618.63 726.71 594.44 18
1 632.77 608.15 589.24 615.13 718.56 670 46
1 632.75 602.96 600.86 623.39 703.78 716.56 64
1 632.75 594.94 601.3 627.04 707.74 701.9 21
1 632.72 597.74 608.73 623.49 700.91 730.43 23
1 632.67 606.57 598.82 620.12 705.15 643.65 197
1 632.59 611.53 601.53 619.23 698.06 687.69 26
4 632.53 597.45 593.35 621.68 717.62 670.93 161
1 632.52 604.82 585.9 614.43 724.95 634.17 24
1 632.48 614.34 601.94 618.58 695.08 657.78 90
1 632.21 602.05 602.14 607.91 716.74 657.06 34
1 632.04 608.42 583.85 614.48 721.4 666.42 53
1 631.92 594.33 586.75 615.93 730.67 781.67 12
1 51 631.89 611.77 585.66 623.48 706.64 637.27
1 631.81 601.41 587.24 615.47 723.12 586.67 72
1 631.72 615.38 594.13 615.35 702.04 677.25 51
1 631.7 579.44 594.51 632.78 720.09 570.91 33
1 631.66 612.15 593.29 613.42 707.77 687.82 179
1 631.53 612.08 577.93 611.47 724.66 663.33 18
4 631.49 601.28 577.83 610.93 735.94 575.6 159
1 631.48 592.24 580.86 604.77 748.04 684 85
1 631.35 600.51 602.16 623.76 698.98 712.54 193
1 631.22 594.93 610.1 633.41 686.44 696.97 33
1 631.21 598.74 593.01 615.31 717.81 659.24 79
1 631.12 608.42 590.88 607.85 717.31 641.43 14
1 631.02 602.63 591.42 614.02 716.01 697.09 55
1 630.6 600.37 597.65 619.99 704.37 645.23 183
1 630.6 604.04 591.55 603.07 723.72 703.13 64
1 630.55 593.71 600.8 605.06 722.6 674.55 22
1 630.41 614.47 591.4 610.7 705.08 669.52 168
1 630.24 600.6 589.85 618.73 711.8 650.59 51
1 630.22 587.18 606.27 611.49 715.95 752.22 18
1 630.18 622.75 578 626.57 693.4 653.33 15
1 630.09 617.56 604.91 624.49 673.4 572 10
1 629.9 611.39 579.38 619.68 709.16 643.91 52
1 629.84 600.1 587.41 622.28 709.6 705 24
1 629.74 598.3 593.42 618.51 708.73 694.02 87
1 629.72 605.2 593.03 617.71 702.93 684.91 53
1 629.5 604.55 589.51 607.02 716.93 627.88 33
1 629.42 587.88 595.36 611.89 722.53 688.42 19
1 629.37 598.89 591.44 608.4 718.76 661.9 168
1 629.36 609.18 593.8 618.17 696.29 669.09 88
1 629.31 613.89 590.15 616.12 697.1 752.38 21
1 629.15 602.22 584.28 605.73 724.38 690.15 65
1 629.11 613.03 594.14 629.05 680.2 766 10
1 628.99 597.48 592.98 617.34 708.15 620.72 471
1 628.95 610.19 602.31 616.64 686.65 671.2 25
1 628.81 599.9 586.14 614.84 714.35 656.8 25
1 628.7 588.39 590.51 608.51 727.39 656.47 17
1 628.69 603.58 570.25 607.57 733.36 658.18 11
1 628.45 599.72 588.52 616.17 709.39 676.06 329
1 628.43 599.57 585.46 608.71 719.99 662.5 32
1 628.06 613.82 588.07 606.94 703.42 676.91 220
1 628.02 591.22 593.68 612.57 714.62 673.94 109
1 627.93 596.87 583.55 609.42 721.89 642.35 51
1 627.87 605.9 582.24 618.17 705.19 668.18 66
1 627.82 606.82 584.9 606.62 712.95 708.96 96
4 627.81 580.09 592.34 619.32 719.48 693.96 53
1 627.78 605.06 583.62 616.57 705.88 673.91 23
1 627.67 591.8 592.53 618.04 708.3 693.68 174
1 627.65 609.88 571.25 603.83 725.63 671 40
1 627.55 592.34 599.77 577.18 740.91 690.77 13
1 627.49 595.84 597.34 617.1 699.65 697.85 149
1 627.36 592.15 579.44 611.51 726.36 675.41 122
1 627.29 590.21 603.45 619.27 696.24 742.35 85
1 627.27 600.51 579.61 616.78 712.16 664.19 43
1 627.24 605.45 577.66 609.93 715.91 660.95 42
1 627.13 596.48 589.21 620.21 702.61 667 20
1 627.09 576.47 586.27 619.52 726.11 653.33 15
1 627.02 586.46 586.4 614.83 720.37 689.86 181
1 627 602.12 590.49 603.52 711.87 683.69 233
1 626.99 595.35 591.66 611.49 709.44 635.79 285
1 626.88 609.65 584.52 610.74 702.6 716 20
4 626.86 598.04 594.91 611.99 702.51 670.13 77
1 626.85 590.21 582.46 619.57 715.18 541.82 99
1 626.81 592.33 583.92 615.45 715.53 644.08 49
1 626.76 610.37 587.21 609.58 699.89 674.35 108
1 626.7 598.77 578.38 596.48 733.18 669.23 13
1 626.7 604.86 573.97 613.23 714.75 655.75 80
1 626.68 596.73 579.59 615.1 715.29 652.25 80
1 626.58 597.51 586.28 611.2 711.34 635.56 18
4 626.46 606.87 562.01 598.66 738.31 600.57 35
1 626.44 612.05 584.08 630.64 679 721.82 11
1 626.41 603.43 575.03 612.85 714.34 644.76 84
1 626.24 595.72 584 622.03 703.21 661.71 70
1 626.21 588.61 586.01 615.35 714.86 665.8 100
1 626.03 585.14 592.13 618 708.86 677.68 207
1 626.01 585.55 598.13 627.84 692.52 626.06 33
3 625.89 584.53 583.38 625.21 710.45 623.01 286
4 625.86 586.05 595.95 610.56 710.89 670.97 62
1 625.72 598.09 608.23 614.48 682.07 707.2 100
1 625.63 587.38 592.38 625.55 697.22 672.31 13
1 625.61 594.62 575.95 614.96 716.91 622.14 28
1 21 625.6 600.84 593.09 598.73 709.75 695.48
1 625.6 606.39 578.97 604.2 712.83 675.65 69
1 625.57 615.28 587.85 605.34 693.81 681.47 109
1 625.57 598.4 577.41 614.13 712.34 699.08 109
1 625.54 601.03 581.87 599.41 719.85 667.93 162
1 625.54 597.06 582.49 610.75 711.85 628.73 55
1 625.48 588.38 589.32 623.68 700.55 679.16 95
1 625.47 599.66 583.04 606 713.19 666.05 76
1 625.42 603.85 581.91 612.64 703.27 680.83 222
1 625.38 586.44 587.25 630.59 697.22 641.74 46
4 625.37 581.32 586.43 618.75 714.96 697.81 146
1 625.33 573.97 579.35 615.82 732.16 650 14
1 625.18 583.87 593.42 622.68 700.76 692.94 34
1 625.15 602.98 576.31 606.15 715.15 685.22 92
1 625.13 587.73 588.47 610.9 713.42 655.63 32
1 625.08 591.38 586.16 615.97 706.8 711.43 42
1 625.06 589.12 587.4 630.4 693.31 636.5 40
1 625.04 598.58 588.06 610.7 702.84 674.23 208
1 624.94 605.64 586.32 601.38 706.42 623.03 66
1 624.94 621.4 600.54 617.08 660.73 692.86 14
1 624.86 596.1 603.32 627.29 672.74 721.67 12
1 624.7 596.79 588.29 620.39 693.34 675.24 21
1 624.67 600.9 592.49 606.92 698.36 695.79 342
1 624.58 598.72 578.23 590.58 730.79 659 20
1 624.52 605.04 578.44 606.01 708.6 676.19 42
1 624.45 600.19 585.49 617.76 694.37 685.38 93
1 624.42 593.86 598.6 609.48 695.75 703.3 91
1 624.41 593.61 584.34 619.49 700.21 654.74 114
1 624.32 593.32 574.98 613.08 715.9 643.33 66
1 624.27 587.08 588.06 618.75 703.19 677.5 32
1 624.18 597.15 594.03 609.08 696.48 684.93 223
1 624.12 583.7 568.54 605.72 738.53 641.43 14
1 624.1 596.88 568.4 611.84 719.27 708.18 22
1 624.03 589.13 594.61 619.58 692.79 590 30
1 623.98 610.74 560.07 591.87 733.26 660 26
1 623.92 598.23 582.33 607.77 707.36 659.67 60
1 623.92 591.33 579.37 604.1 720.87 672.43 37
1 623.89 600.65 577.18 588.67 729.07 625 20
1 623.73 606.18 573.53 615.9 699.31 698.33 36
4 623.72 595.3 587.2 606.36 706.02 666.96 92
1 623.72 579.36 593.29 615.39 706.85 638 10
1 623.7 580.65 577.97 605.7 730.48 633.79 33
1 623.54 588.58 582.43 601.42 721.73 625.26 19
1 623.54 595.87 579.67 612.18 706.46 649.77 129
1 623.53 587.13 593.64 616.73 696.64 705 28
1 623.52 592.97 580.19 605.97 714.94 618.17 175
1 623.4 589.4 586.61 625.65 691.93 684.38 32
1 623.34 601.94 575.65 597.81 717.95 596.08 51
1 623.29 585.59 597.06 615.23 695.28 736.67 18
1 623.09 596.03 582.23 610.23 703.89 700 30
1 623.04 587.64 591.79 608.76 703.97 703.77 53
1 623.03 590.76 579.6 627.34 694.42 601.6 25
1 622.97 571.43 580.77 606.73 732.94 677.14 21
1 622.81 597 585.38 611.32 697.52 664.71 17
1 622.56 579.59 579.25 607.27 724.14 574.29 91
1 622.56 575.05 578.22 616 720.97 656.6 147
1 622.35 602.29 595.08 609.37 682.67 692.15 79
1 622.33 602.55 581.34 617.01 688.42 691.43 28
1 622.13 589.66 581.89 609.89 707.08 690.62 130
1 622.13 598.58 566.35 601.68 721.93 611.18 34
1 622.1 588.66 583.44 615.49 700.81 660 14
1 622.02 588.94 575.6 618.21 705.34 661.74 23
1 621.94 587.42 582.5 617.74 700.12 657.95 39
1 621.92 604.47 600.02 595.17 688.01 664.32 154
1 621.91 592.09 571.7 616.23 707.61 692.22 18
3 621.87 586.93 589.82 629.57 681.15 683.56 146
1 621.86 586.63 571.71 611.45 717.64 666.4 25
1 621.56 585.35 576.85 607.08 716.95 709.23 26
1 621.53 580.29 591.94 609.79 704.09 700.56 36
1 621.48 586.95 586.63 608.21 704.12 646.67 15
1 621.48 586.13 577.22 615.91 706.65 628.91 202
1 621.47 589.41 577.04 606.66 712.79 635.71 14
1 621.43 582.28 576.77 621.63 705.06 473.62 47
1 621.4 589.21 594.43 618.96 683 630.53 19
1 621.29 578.89 570.83 619.79 715.64 640 21
1 621.24 593.28 586.8 607.57 697.33 668.64 236
1 621.23 602.25 584.69 604.79 693.2 647.62 21
1 621.21 592.29 575.28 594.24 723.04 580.57 35
1 621.2 588.42 586.97 606.96 702.45 721.82 33
1 621.19 577.88 582.34 605.14 719.41 704.62 13
1 621.15 587.85 585.82 616.78 694.14 675.67 97
1 621.1 600.88 576.22 620.33 686.97 633.91 23
1 620.89 591.08 590.67 611.38 690.41 695 128
1 620.89 594.1 577.48 606.69 705.31 659.64 55
1 620.83 615.47 571.01 603.41 693.44 656.08 51
1 620.83 608.98 584.1 621.31 668.91 731.43 21
4 620.72 577.87 578.86 607.32 718.82 600.32 252
1 620.67 600.41 579.05 609.83 693.39 653.71 35
1 620.67 587.81 585.9 587.63 721.36 710 12
1 620.66 591.82 589.74 604.42 696.68 690.9 233
1 620.63 589.83 588.08 607.38 697.25 659.62 52
1 620.43 598.63 595.28 610 677.8 695.3 149
1 620.41 596.4 571.05 606.5 707.68 672.31 13
1 620.23 588.34 587.96 621.32 683.3 693.33 30
1 620.22 592.8 580.77 623.34 683.96 724 10
1 620.22 591 573.21 611.53 705.13 636.14 57
4 620.18 584.18 584.16 618.62 693.76 674.31 130
1 620.17 592.72 561.23 609.92 716.8 638.62 29
1 620.14 574.08 582.32 611.76 712.39 641.08 37
4 620.12 577.34 581.72 611.09 710.35 657.26 73
1 620.09 602.64 574.5 600.33 702.9 695.22 46
1 620.09 588.59 573.75 613.34 704.69 682.67 15
1 620.01 592.14 574.87 611.62 701.4 645 20
1 619.96 602.03 576.13 605.21 696.47 684.84 91
1 619.92 586.67 601.83 605.65 685.54 693.91 23
1 619.89 591.08 597.46 619.98 671.02 666 10
1 619.88 587.66 593.04 605.53 693.28 678.6 57
1 619.86 586.83 589.67 615.31 687.66 705 12
1 619.86 577.14 586.25 609.61 706.42 707.42 97
1 619.83 592.84 575.35 600.92 710.21 650.32 31
1 619.83 582.11 568.29 609.01 719.89 602.67 30
1 619.82 584.54 583.6 610.73 700.43 630.97 31
1 619.82 587.9 583.89 613.92 693.58 649.5 101
1 619.81 601.8 584.8 608.54 684.09 732.27 88
1 619.8 600.91 591.99 600.98 685.31 673.14 70
1 619.59 585.7 587.33 612.53 692.79 650.59 34
1 619.46 596.32 581.67 614.83 685.03 722.05 39
1 619.43 591.41 579.13 617.86 689.32 646 20
1 619.41 594.31 576.81 605.12 701.41 679.19 74
1 619.4 585.78 573.49 614.44 703.88 667.5 32
3 619.39 585.12 577.67 611.19 703.59 676.35 181
1 619.36 594.38 580.83 606.64 695.59 660 35
1 619.32 602.48 581.92 598.4 694.48 683.26 86
1 619.3 589.18 587.03 617.56 683.44 649.24 158
1 619.28 586.41 574.19 611.09 705.43 610.48 21
1 619.23 591.61 581.4 594.01 709.9 630 22
1 619.06 594.29 576.6 616.83 688.51 668 15
1 618.95 586.09 579.35 612.96 697.39 677.78 18
1 618.95 588.68 583.54 617.25 686.33 740 24
3 618.95 594.33 576.16 605.22 700.08 731.52 33
1 618.92 590.97 556.11 618.11 710.48 607.14 14
1 618.86 592.13 579.16 620.57 683.56 664.29 14
1 618.85 601.95 563.02 609.64 700.8 668.46 26
1 618.8 586.37 581.63 602.43 704.77 676.67 12
1 618.8 595.08 584.75 594.98 700.38 670 60
1 618.73 561.95 573.3 625.97 713.68 530 12
1 618.73 577.03 590.32 620.98 686.6 718.72 78
1 618.72 601.8 586.67 607.48 678.93 653.08 26
1 618.71 588.67 587.33 598.29 700.57 653.16 38
1 618.61 596.68 588.51 607.26 682.01 710.63 256
1 618.56 603.26 582.42 610.09 678.49 675 24
1 618.51 582.5 585.05 610.16 696.31 661.14 281
1 618.46 590.86 589.77 606.96 686.28 690.31 128
1 618.41 587.4 590.1 611.93 684.19 649.51 61
1 618.4 586.6 572.18 612.9 701.9 633 40
1 618.39 596.63 573.31 604.75 698.87 711.58 19
1 618.39 590.4 560.03 614.66 708.49 676.25 16
1 618.37 598.7 577.63 596.75 700.41 654.29 42
1 618.33 595.12 578.47 608.27 691.48 685.11 47
1 618.31 589.72 576.43 597.06 710.03 681.74 23
1 618.27 595.7 581.72 602.87 692.77 649.63 27
1 618.2 579.79 573.06 602.77 717.15 693.33 33
1 618.18 584.83 586.31 624.03 677.56 634.4 25
1 618.14 595.26 595.64 603.36 678.3 700 71
4 618.13 584.89 579.82 605.62 702.18 694.49 69
1 618.1 583.79 582.57 600.87 705.19 645.83 24
1 618.08 575.76 589.78 614.03 692.75 675 20
1 617.87 585.77 582.28 619.84 683.59 666.67 48
1 617.85 602.86 600.37 623.1 645.08 674 10
1 617.79 597.59 567.11 601.4 705.06 662.47 83
1 617.79 602.17 593.58 600.27 675.14 713.84 211
1 617.79 582 583.53 622.23 683.4 746.67 12
1 617.77 588.95 571.72 606.83 703.56 690 34
1 617.76 583.25 594.13 620.4 673.24 660.56 36
