174 8
1 79.1 99.0 100 23.582 0.90 0.99 0.91 8
1 78.3 99.0 97 26.342 0.89 0.98 0.93 1
1 76.8 99.0 94 29.605 0.86 0.97 0.95 1
1 78.3 99.0 114 22.452 0.89 0.99 0.90 9
1 79.1 99.0 89 25.11 0.90 0.96 0.92 1
1 78.7 99.0 102 20.659 0.90 0.99 0.89 15
1 77.3 99.0 106 23.223 0.87 0.99 0.91 4
1 78.0 99.0 99 22.176 0.88 0.99 0.90 6
1 80.0 99.0 85 23.257 0.92 0.94 0.91 1
1 77.3 99.0 105 20.336 0.87 0.99 0.89 13
1 77.0 99.0 101 20.847 0.87 0.99 0.89 8
1 78.2 99.0 93 21.175 0.89 0.97 0.89 5
1 78.7 99.0 80 25.512 0.90 0.93 0.92 9
1 77.3 99.0 90 22.169 0.87 0.96 0.90 1
1 75.7 99.0 93 24.218 0.85 0.97 0.92 8
1 77.1 99.0 86 23.166 0.87 0.95 0.91 4
1 76.8 99.0 69 33.505 0.86 0.89 0.97 16
1 76.6 99.0 91 21.482 0.86 0.96 0.90 2
1 78.3 98.3 83 20.585 0.89 0.93 0.89 3
1 77.1 99.0 96 17.288 0.87 0.98 0.86 7
1 78.1 97.4 94 16.212 0.89 0.96 0.85 9
1 77.9 96.6 81 17.482 0.88 0.92 0.86 3
1 77.9 95.7 81 17.301 0.88 0.91 0.86 3
1 77.3 91.8 73 24.21 0.87 0.86 0.92 16
1 78.2 96.9 81 13.943 0.89 0.91 0.82 9
1 78.6 92.9 64 20.763 0.89 0.83 0.89 6
1 77.3 91.5 79 16.447 0.87 0.87 0.85 2
1 75.5 91.4 93 14.701 0.84 0.92 0.83 3
1 74.6 99.6 81 14.293 0.83 0.93 0.83 4
1 76.5 97.0 80 12.001 0.86 0.91 0.80 9
1 72.6 97.5 90 13.478 0.79 0.95 0.82 4
1 75.7 90.7 72 16.765 0.84 0.84 0.85 4
1 74.0 95.5 74 14.614 0.82 0.88 0.83 1
1 74.1 99.0 74 12.362 0.82 0.91 0.80 3
1 73.1 96.7 80 12.013 0.80 0.91 0.80 3
1 76.1 80.9 58 25.314 0.85 0.73 0.92 31
1 76.0 95.0 78 9.277 0.85 0.89 0.76 9
1 75.1 95.4 78 8.787 0.83 0.90 0.75 9
1 74.1 97.6 78 8.623 0.82 0.91 0.74 9
1 73.1 99.0 75 9.699 0.80 0.91 0.76 5
1 73.1 86.5 81 13.111 0.80 0.85 0.81 5
1 71.9 80.4 74 20.987 0.78 0.78 0.89 24
1 71.1 99.3 75 10.232 0.77 0.91 0.77 1
1 72.7 99.7 79 7.619 0.80 0.92 0.72 10
1 75.0 74.6 70 17.719 0.83 0.73 0.86 21
1 69.0 99.0 86 7.682 0.73 0.95 0.72 7     
2 70.0 90.0 79 10.672 0.75 0.86 0.78 7
2 76.2 95.3 66 5.987 0.85 0.85 0.68 18
2 72.8 98.0 69 6.749 0.80 0.88 0.70 7
2 74.0 93.4 66 7.485 0.82 0.84 0.72 5
2 76.0 94.0 74 5.102 0.85 0.87 0.66 27
2 70.2 99.5 77 6.436 0.75 0.92 0.70 8
2 71.0 84.0 76 10.6 0.77 0.81 0.78 12
2 72.0 96.0 76 5.838 0.78 0.89 0.68 13
2 72.3 90.8 70 7.704 0.79 0.84 0.73 3
2 75.8 96.4 73 3.967 0.85 0.89 0.61 40
2 68.1 99.5 82 6.319 0.72 0.93 0.69 6
2 74.9 92.7 73 4.566 0.83 0.86 0.64 25
2 73.8 91.4 73 5.249 0.81 0.85 0.66 14
2 71.3 98.2 73 4.809 0.77 0.90 0.65 19
2 72.2 86.4 65 8.137 0.79 0.79 0.73 10
2 66.7 99.5 79 6.46 0.69 0.92 0.70 3
2 68.7 99.8 75 5.728 0.73 0.91 0.68 6
2 70.2 97.9 70 5.648 0.75 0.88 0.67 6
2 72.6 92.0 67 5.808 0.79 0.84 0.68 3
2 72.9 92.2 81 4.231 0.80 0.88 0.63 23
2 70.3 93.0 80 5.161 0.76 0.89 0.66 9
2 70.7 91.2 71 6.006 0.76 0.85 0.68 3
2 73.2 94.6 69 4.254 0.80 0.86 0.63 19
2 72.9 99.0 72 3.353 0.80 0.90 0.59 29
2 71.6 83.8 63 8.312 0.78 0.77 0.74 21
2 70.2 78.1 92 6.697 0.75 0.83 0.70 15
2 67.9 99.0 77 4.378 0.72 0.92 0.63 11
2 67.0 84.5 84 6.625 0.70 0.84 0.70 16
2 71.7 75.2 57 10.158 0.78 0.69 0.77 32
2 68.9 95.0 61 5.456 0.73 0.84 0.67 5
2 68.6 94.8 83 3.555 0.73 0.91 0.60 17
2 69.1 99.6 78 3.194 0.73 0.92 0.58 26
2 73.0 82.0 68 4.692 0.80 0.77 0.64 2
2 68.6 89.2 79 4.282 0.73 0.86 0.63 7
2 69.8 92.8 65 4.288 0.75 0.84 0.63 5
2 70.1 85.1 77 4.326 0.75 0.82 0.63 3
2 75.0 86.0 63 3.389 0.83 0.78 0.59 15
2 73.3 91.1 66 2.979 0.81 0.83 0.57 25
2 69.3 84.0 61 6.422 0.74 0.76 0.69 24
2 71.1 68.8 58 9.96 0.77 0.65 0.77 42
2 70.9 82.8 70 4.598 0.76 0.79 0.64 5
2 70.0 82.0 68 5.183 0.75 0.77 0.66 14
2 65.0 96.0 75 4.083 0.67 0.89 0.62 1
2 70.1 99.0 72 2.175 0.75 0.90 0.51 29
2 69.7 90.6 75 3.003 0.75 0.85 0.57 17
2 70.4 88.6 69 3.347 0.76 0.82 0.59 8
2 70.7 98.2 72 2.072 0.76 0.90 0.51 29
2 72.9 83.5 69 2.804 0.80 0.78 0.56 17
2 71.7 79.7 65 3.832 0.78 0.75 0.61 3
2 64.8 98.3 66 3.403 0.66 0.88 0.59 1
2 69.5 74.6 69 5.121 0.74 0.73 0.66 20
2 68.0 97.0 70 2.317 0.72 0.88 0.52 19
2 70.1 82.8 72 3.105 0.75 0.79 0.57 7
2 65.7 98.0 72 2.55 0.68 0.89 0.54 14
2 69.8 68.7 72 5.404 0.75 0.70 0.67 29
2 7.8 98.6 70 1.947 0.71 0.89 0.50 22
2 53.2 84.6 95 8.488 0.47 0.88 0.74 54
2 69.4 77.8 64 4.036 0.74 0.73 0.62 13
2 69.2 72.9 78 3.233 0.74 0.75 0.58 3
2 67.8 88.0 77 2.053 0.71 0.84 0.50 17
2 69.2 65.5 69 4.792 0.74 0.67 0.65 27
2 67.8 92.9 63 1.689 0.71 0.83 0.47 24
2 65.6 85.7 65 2.651 0.68 0.79 0.55 4
2 67.5 99.0 69 1.041 0.71 0.89 0.39 43
2 69.2 72.7 59 2.892 0.74 0.68 0.56 1
2 60.7 78.3 72 3.816 0.60 0.76 0.61 19
2 69.6 73.4 58 2.433 0.74 0.68 0.53 2
2 61.8 84.4 70 2.269 0.61 0.80 0.52 4
2 50.1 80.8 84 5.176 0.42 0.82 0.66 40
2 68.1 67.9 63 2.142 0.72 0.66 0.51 4
2 66.2 83.0 57 1.541 0.69 0.74 0.46 10
2 67.7 64.0 47 3.12 0.71 0.58 0.57 12
2 66.7 53.7 74 3.041 0.69 0.60 0.57 11
2 64.4 67.3 47 3.505 0.66 0.61 0.59 24
2 71.9 62.0 46 1.94 0.78 0.57 0.49 5
2 46.2 75.6 71 6.103 0.35 0.74 0.69 57
2 52.4 63.0 63 6.353 0.46 0.63 0.69 60
2 67.0 47.1 50 3.305 0.70 0.48 0.58 22
2 60.6 84.1 56 1.199 0.59 0.75 0.41 25
2 63.8 53.7 50 3.197 0.65 0.52 0.58 22
2 55.2 82.4 57 1.626 0.50 0.74 0.47 6
2 62.9 55.7 54 2.077 0.63 0.55 0.51 7
2 60.4 69.1 43 1.735 0.59 0.60 0.48 0
2 43.5 87.2 68 2.669 0.31 0.81 0.55 18
2 50.4 81.1 65 1.817 0.42 0.76 0.48 4
2 64.0 57.0 49 1.469 0.65 0.54 0.45 7
2 58.3 63.2 37 2.359 0.55 0.54 0.53 17
2 54.5 73.6 46 1.474 0.49 0.64 0.45 4
2 64.4 44.0 43 1.715 0.66 0.44 0.47 4
2 53.5 65.0 61 1.257 0.48 0.64 0.42 1
2 59.2 58.5 39 1.398 0.57 0.52 0.44 5
2 51.3 80.5 50 0.98 0.44 0.70 0.38 18
2 48.9 78.4 65 0.995 0.40 0.74 0.38 16     
3 53.7 46.1 57 1.734 0.48 0.50 0.48 9
3 57.9 64.9 40 0.756 0.55 0.56 0.34 23
3 61.2 42.0 33 1.536 0.60 0.39 0.46 4
3 55.4 55.7 34 1.394 0.51 0.48 0.44 0
3 57.8 39.2 61 1.157 0.55 0.46 0.41 7
3 49.0 55.2 62 1.372 0.40 0.57 0.44 0
3 58.6 40.1 36 1.361 0.56 0.39 0.44 0
3 53.9 41.2 42 1.563 0.48 0.41 0.46 11
3 58.5 44.1 49 0.719 0.56 0.46 0.33 18
3 50.8 62.3 21 1.266 0.43 0.49 0.42 2
3 54.0 47.8 24 1.383 0.48 0.40 0.44 7
3 50.1 61.1 43 0.795 0.42 0.55 0.35 10
3 51.2 58.9 33 0.822 0.44 0.50 0.35 8
3 40.5 76.3 49 0.719 0.26 0.67 0.33 12
3 46.9 44.5 41 1.598 0.36 0.43 0.46 20
3 52.7 35.5 36 1.307 0.46 0.36 0.43 9
3 47.9 73.6 33 0.48 0.38 0.60 0.26 17
3 53.5 37.7 43 0.867 0.47 0.40 0.36 0
3 40.7 65.0 41 1.074 0.26 0.57 0.40 6
3 51.1 51.7 27 0.833 0.43 0.44 0.35 0
